Frame,Time,Point-154250 X,Point-154250 Y,Point-154948 X,Point-154948 Y,Point-155505 X,Point-155505 Y,Point-155614 X,Point-155614 Y,Point-155746 X,Point-155746 Y,Point-160018 X,Point-160018 Y,Point-161826 X,Point-161826 Y,Point-162717 X,Point-162717 Y,Point-162918 X,Point-162918 Y,Point-164408 X,Point-164408 Y,Point-164408 X,Point-164408 Y,Point-165848 X,Point-165848 Y
537,17.9,12.57,-8.51,,,,,,,9.75,12.56,,,14.78,10.01,10.87,-7.25,,,,,10.13,-2.29,,
538,17.93333333,12.45,-8.56,,,,,,,9.61,12.66,,,14.67,9.96,10.85,-7.15,,,,,10.09,-2.32,,
539,17.96666667,12.64,-8.44,,,,,,,9.61,12.65,,,14.55,9.89,10.83,-7.17,,,,,10.06,-2.31,,
540,18,12.74,-8.08,,,,,,,9.79,12.44,,,14.62,9.9,10.83,-7.17,,,,,10.11,-2.28,,
541,18.03333333,12.44,-8.25,,,,,,,10.08,12.07,,,14.7,9.91,10.86,-7.17,,,,,10.18,-2.23,,
542,18.06666667,12.47,-8.1,,,,,,,10.26,11.85,,,14.75,9.94,10.88,-7.17,,,,,10.25,-2.17,,
543,18.1,12.67,-7.78,,,,,,,10.43,11.58,,,14.78,9.99,10.84,-7.13,,,,,10.23,-2.19,,
544,18.13333333,12.92,-7.55,,,,,,,10.4,11.56,,,14.79,10,10.8,-7.13,,,,,10.18,-2.21,,
545,18.16666667,13.2,-7.43,,,,,,,10.26,11.56,,,14.8,10.04,10.85,-7.2,,,,,10.17,-2.22,,
546,18.2,13.23,-7.34,,,,,,,10.12,11.4,,,14.86,10.04,10.87,-7.31,,,,,10.19,-2.25,,
547,18.23333333,13.76,-7.32,,,,,,,10.06,11.29,,,14.92,10.03,10.88,-7.4,,,,,10.24,-2.34,,
548,18.26666667,13.54,-7.31,,,,,,,9.97,11.05,,,14.92,9.95,10.85,-7.4,,,,,10.22,-2.43,,
549,18.3,13.21,-7.36,,,,,,,9.94,10.8,,,14.94,10,10.76,-7.35,,,,,10.2,-2.47,,
550,18.33333333,12.97,-7.64,,,,,,,10.02,10.54,,,14.82,9.91,10.68,-7.3,,,,,10.19,-2.55,,
551,18.36666667,13.12,-7.78,,,,,,,10.27,10.4,,,14.82,9.9,10.66,-7.27,,,,,10.15,-2.61,,
552,18.4,13.07,-7.74,,,,,,,10.26,10.35,,,14.94,9.89,10.62,-7.27,,,,,10.16,-2.65,,
553,18.43333333,13.18,-8.31,,,,,,,10.08,10.28,,,14.95,9.89,10.65,-7.26,,,,,10.18,-2.7,,
554,18.46666667,12.99,-8.43,,,,,,,10.14,10.3,,,14.8,9.88,10.73,-7.24,,,,,10.21,-2.73,,
555,18.5,12.87,-8.33,,,,,,,10.34,10.28,,,14.77,9.82,10.73,-7.16,,,,,10.25,-2.73,,
556,18.53333333,12.88,-8.21,,,,,,,10.34,10.18,,,14.78,9.84,10.62,-7.08,,,,,10.32,-2.74,,
557,18.56666667,12.77,-8.21,,,,,,,10.22,10.28,,,14.79,9.85,10.53,-7.07,,,,,10.34,-2.73,,
558,18.6,12.83,-8.16,,,,,,,10.09,10.35,,,14.79,9.86,10.51,-7.06,,,,,10.3,-2.77,,
559,18.63333333,12.77,-8.28,,,,,,,10.19,10.45,,,14.75,9.86,10.53,-7.1,,,,,10.32,-2.7,,
560,18.66666667,12.79,-8.34,,,,,,,10.3,10.57,,,14.79,9.9,10.55,-7.09,,,,,10.33,-2.68,,
561,18.7,12.77,-8.36,,,,,,,10.27,10.58,,,14.8,9.92,10.54,-7.12,,,,,10.31,-2.66,,
562,18.73333333,12.64,-8.36,,,,,,,10.35,10.6,,,14.84,9.91,10.58,-7.16,,,,,10.29,-2.64,,
563,18.76666667,12.58,-8.33,,,,,,,10.24,10.56,,,14.82,9.92,10.66,-7.26,,,,,10.31,-2.59,,
564,18.8,12.72,-8.42,,,,,,,10.26,10.47,,,14.84,9.94,10.68,-7.35,,,,,10.35,-2.44,,
565,18.83333333,12.74,-8.41,,,,,,,10.22,10.28,,,14.82,9.96,10.67,-7.33,,,,,10.4,-2.39,,
566,18.86666667,12.78,-8.41,,,,,,,9.82,9.89,,,14.78,9.94,10.69,-7.44,,,,,10.32,-2.38,,
567,18.9,12.79,-8.39,,,,,,,9.62,9.77,,,14.76,9.91,10.67,-7.55,,,,,10.22,-2.39,,
568,18.93333333,12.76,-8.36,,,,,,,9.39,9.48,,,14.77,9.97,10.67,-7.58,,,,,10.13,-2.46,,
569,18.96666667,12.77,-8.36,,,,,,,9.21,9.2,,,14.77,9.97,10.66,-7.54,,,,,10.06,-2.47,,
570,19,12.95,-8.39,,,,,,,9.14,9.07,,,14.76,9.85,10.69,-7.47,,,,,10.07,-2.49,,
571,19.03333333,12.98,-8.45,,,,,,,9.15,8.93,,,14.82,9.88,10.64,-7.45,,,,,10.1,-2.4,,
572,19.06666667,12.89,-8.52,,,,,,,9.38,8.98,,,14.9,9.82,10.63,-7.42,,,,,10.1,-2.34,,
573,19.1,13.01,-8.47,,,,,,,9.46,9.09,,,14.94,9.88,10.58,-7.46,,,,,10.17,-2.34,,
574,19.13333333,13.15,-8.41,,,,,,,9.55,9.17,,,14.95,9.92,10.59,-7.43,,,,,10.18,-2.38,,
575,19.16666667,13.18,-8.53,,,,,,,9.59,9.21,,,14.99,9.96,10.63,-7.34,,,,,10.17,-2.41,,
576,19.2,13.16,-8.53,,,,,,,9.5,9.25,,,14.98,10.05,10.64,-7.23,,,,,10.18,-2.41,,
577,19.23333333,13.08,-8.3,,,,,,,9.43,9.21,,,14.99,10.07,10.63,-7.15,,,,,10.29,-2.44,,
578,19.26666667,12.89,-8.21,,,,,,,9.5,9.21,,,15,10.01,10.65,-7.13,,,,,10.4,-2.42,,
579,19.3,12.95,-8.08,,,,,,,9.49,9.21,,,14.99,10.06,10.68,-7.14,,,,,10.43,-2.4,,
580,19.33333333,12.93,-8,,,,,,,9.5,9.17,,,14.97,10.1,10.71,-7.12,,,,,10.4,-2.42,,
581,19.36666667,12.88,-7.94,,,,,,,9.49,9.12,,,14.97,10.06,10.76,-7.08,,,,,10.4,-2.37,,
582,19.4,12.83,-7.81,,,,,,,9.53,9.14,,,15.03,10.07,10.8,-7.06,,,,,10.48,-2.37,,
583,19.43333333,12.83,-7.71,,,,,,,9.51,9.19,,,15.08,10.05,10.84,-7.06,,,,,10.51,-2.33,,
584,19.46666667,12.77,-7.62,,,,,,,9.48,9.17,,,15.09,10.08,10.85,-7.07,,,,,10.51,-2.34,,
585,19.5,12.69,-7.62,,,,,,,9.47,9.15,,,15.03,10.02,10.86,-7.13,,,,,10.54,-2.39,,
586,19.53333333,12.75,-7.58,,,,,,,9.45,9.14,,,14.95,9.98,10.78,-7.16,,,,,10.52,-2.5,,
587,19.56666667,12.72,-7.6,,,,,,,9.5,9.07,,,14.92,9.93,10.76,-7.16,,,,,10.5,-2.55,,
588,19.6,12.75,-7.61,,,,,,,9.53,9.03,,,14.95,9.85,10.74,-7.2,,,,,10.36,-2.59,,
589,19.63333333,12.7,-7.46,,,,,,,9.52,9.01,,,14.89,9.72,10.77,-7.24,,,,,10.26,-2.65,,
590,19.66666667,12.69,-7.45,,,,,,,9.52,9.04,,,14.9,9.79,10.78,-7.22,,,,,10.27,-2.67,,
591,19.7,12.78,-7.54,,,,,,,9.49,9.07,,,14.87,9.85,10.79,-7.17,,,,,10.39,-2.72,,
592,19.73333333,12.84,-7.54,,,,,,,9.56,9.04,,,14.89,9.93,10.77,-7.14,,,,,10.51,-2.7,,
593,19.76666667,12.8,-7.51,,,,,,,9.62,9.08,,,14.92,9.95,10.72,-7.09,,,,,10.58,-2.63,,
594,19.8,12.69,-7.38,,,,,,,9.57,9.23,,,14.89,9.94,10.74,-7.02,,,,,10.66,-2.62,,
595,19.83333333,12.6,-7.31,,,,,,,9.68,9.15,,,14.91,9.95,10.77,-6.92,,,,,10.64,-2.63,,
596,19.86666667,12.72,-7.3,,,,,,,9.54,9.05,,,14.94,9.98,10.7,-6.92,,,,,10.65,-2.65,,
597,19.9,12.74,-7.36,,,,,,,9.28,9.18,,,14.99,10.06,10.69,-6.95,,,,,10.64,-2.72,,
598,19.93333333,12.75,-7.43,,,,,,,9.15,9.1,,,14.93,10.06,10.72,-6.97,,,,,10.64,-2.69,,
599,19.96666667,12.79,-7.43,,,,,,,9.09,9.07,,,14.9,10.05,10.71,-7.02,,,,,10.66,-2.69,,
600,20,12.77,-7.21,,,,,,,9.03,9.11,,,14.9,10.03,10.78,-6.97,,,,,10.6,-2.69,,
601,20.03333333,12.67,-7.11,,,,,,,9,9.08,,,14.88,10.05,10.78,-6.95,,,,,10.62,-2.65,,
602,20.06666667,12.71,-7.22,,,,,,,8.96,9.03,,,14.9,10.02,10.75,-6.91,,,,,10.63,-2.58,,
603,20.1,12.76,-7.31,,,,,,,9.18,9.03,,,15.01,9.96,10.7,-6.87,,,,,10.67,-2.55,,
604,20.13333333,12.8,-7.25,,,,,,,9.24,9.05,,,15,9.91,10.65,-6.91,,,,,10.66,-2.57,,
605,20.16666667,13.09,-7.14,,,,,,,9.21,9.01,,,15,9.91,10.51,-6.92,,,,,10.65,-2.55,,
606,20.2,13.4,-6.97,,,,,,,9.16,9.03,,,14.93,9.95,10.45,-6.95,,,,,10.62,-2.58,,
607,20.23333333,13.56,-6.91,,,,,,,9.06,9.1,,,14.94,9.94,10.48,-7.01,,,,,10.59,-2.58,,
608,20.26666667,13.54,-6.91,,,,,,,8.89,9.12,,,14.92,9.91,10.56,-7.06,,,,,10.58,-2.62,,
609,20.3,13.55,-6.91,,,,,,,8.84,9.25,,,14.97,9.99,10.6,-7.1,,,,,10.59,-2.62,,
610,20.33333333,13.55,-6.95,,,,,,,8.99,9.36,,,15.02,10.05,10.62,-7.1,,,,,10.66,-2.55,,
611,20.36666667,13.53,-7.17,,,,,,,9.21,9.41,,,14.99,9.96,10.66,-7.16,,,,,10.74,-2.58,,
612,20.4,13.53,-7.17,,,,,,,9.13,9.35,,,14.94,9.93,10.75,-7.14,,,,,10.78,-2.58,,
613,20.43333333,13.52,-7.18,,,,,,,9.11,9.24,,,14.92,9.95,10.84,-7.14,,,,,10.77,-2.58,,
614,20.46666667,13.64,-7.16,,,,,,,9.24,9.17,,,14.99,9.98,10.78,-7.1,,,,,10.77,-2.58,,
615,20.5,13.66,-7.14,,,,,,,9.35,9.05,,,14.93,9.95,10.76,-7.05,,,,,10.8,-2.58,,
616,20.53333333,13.67,-7.16,,,,,,,9.32,9.02,,,14.84,9.92,10.77,-7.1,,,,,10.74,-2.57,,
617,20.56666667,13.57,-7.22,,,,,,,9.22,9.07,,,14.9,9.85,10.88,-7.12,,,,,10.66,-2.59,,
618,20.6,13.63,-7.2,,,,,,,9.04,9.09,,,14.93,9.89,10.91,-7.11,,,,,10.69,-2.58,,
619,20.63333333,13.56,-7.1,,,,,,,8.79,9.19,,,14.88,9.9,10.9,-7.12,,,,,10.7,-2.58,,
620,20.66666667,13.82,-7.35,,,,,,,8.59,9.24,,,14.91,9.96,10.88,-7.11,,,,,10.73,-2.57,,
621,20.7,13.85,-7.41,,,,,,,8.54,9.24,,,14.86,10.05,10.87,-7.1,,,,,10.77,-2.56,,
622,20.73333333,13.78,-7.39,,,,,,,8.45,9.3,,,14.86,10,10.8,-7.1,,,,,10.7,-2.52,,
623,20.76666667,13.77,-7.34,,,,,,,8.51,9.25,,,14.9,9.98,10.81,-7.08,,,,,10.63,-2.54,,
624,20.8,13.69,-7.9,,,,,,,8.51,9.16,,,14.92,9.98,10.85,-7.1,,,,,10.58,-2.51,,
625,20.83333333,14.04,-7.8,,,,,,,8.48,9.03,,,14.89,10.01,10.88,-7.1,,,,,10.48,-2.49,,
626,20.86666667,13.56,-7.69,,,,,,,8.49,8.82,,,14.92,9.98,10.87,-7.14,,,,,10.43,-2.54,,
627,20.9,13.55,-7.48,,,,,,,8.2,8.66,,,14.9,9.98,10.9,-7.16,,,,,10.36,-2.63,,
628,20.93333333,13.6,-7.29,,,,,,,8.03,8.6,,,14.95,10.01,10.93,-7.18,,,,,10.26,-2.69,,
629,20.96666667,13.45,-7.06,,,,,,,8.09,8.6,,,14.94,10,10.89,-7.17,,,,,10.26,-2.73,,
630,21,13.9,-7.23,,,,,,,8.13,8.55,,,14.96,9.99,10.86,-7.2,,,,,10.34,-2.74,,
631,21.03333333,13.92,-7.44,,,,,,,8.2,8.61,,,14.98,10.01,10.83,-7.19,,,,,10.44,-2.72,,
632,21.06666667,13.92,-7.46,,,,,,,8.3,8.64,,,15.06,9.97,10.87,-7.19,,,,,10.49,-2.68,,
633,21.1,14.01,-7.39,,,,,,,8.33,8.66,,,15.06,9.9,10.86,-7.19,,,,,10.53,-2.63,,
634,21.13333333,13.74,-7.46,,,,,,,8.34,8.66,,,15.07,9.87,10.8,-7.25,,,,,10.46,-2.64,,
635,21.16666667,13.49,-7.38,,,,,,,8.26,8.59,,,15.06,9.88,10.79,-7.38,,,,,10.41,-2.61,,
636,21.2,13.58,-7.41,,,,,,,8.23,8.48,,,15.05,9.89,10.81,-7.35,,,,,10.46,-2.62,,
637,21.23333333,13.47,-7.41,,,,,,,8.26,8.58,,,15.01,9.85,10.83,-7.34,,,,,10.56,-2.55,,
638,21.26666667,13.25,-7.58,,,,,,,8.25,8.55,,,14.92,9.92,10.85,-7.38,,,,,10.58,-2.54,,
639,21.3,13.64,-7.68,,,,,,,8.2,8.43,,,14.9,9.98,10.79,-7.4,,,,,10.62,-2.62,,
640,21.33333333,13.79,-7.68,,,,,,,8.28,8.57,,,14.83,9.97,10.91,-7.41,,,,,10.66,-2.62,,
641,21.36666667,,,,,,,,,8.36,8.6,,,14.87,9.98,10.99,-7.37,,,,,10.61,-2.64,,
642,21.4,,,,,,,,,8.4,8.66,,,14.92,9.91,11.07,-7.34,,,,,10.57,-2.62,,
643,21.43333333,,,,,,,,,8.44,8.58,,,14.9,9.92,11.03,-7.27,,,,,10.51,-2.63,,
644,21.46666667,,,,,,,,,8.45,8.52,,,14.88,9.93,10.98,-7.3,,,,,10.51,-2.61,,
645,21.5,,,,,,,,,8.28,8.48,,,14.87,9.95,10.85,-7.33,,,,,10.52,-2.56,,
646,21.53333333,,,,,,,,,8.18,8.42,,,14.91,9.92,10.78,-7.26,,,,,10.6,-2.53,,
647,21.56666667,,,,,,,,,8.24,8.42,,,14.9,9.94,10.85,-7.2,,,,,10.63,-2.56,,
648,21.6,,,,,,,,,8.19,8.46,,,14.87,9.9,10.93,-7.18,,,,,10.66,-2.66,,
649,21.63333333,,,,,,,,,8.25,8.5,,,14.81,9.9,10.98,-7.15,,,,,10.6,-2.72,,
650,21.66666667,,,,,,,,,8.31,8.58,,,14.86,10.01,10.93,-7.17,,,,,10.6,-2.69,,
651,21.7,,,,,,,,,8.24,8.6,,,14.96,9.98,10.86,-7.23,,,,,10.7,-2.62,,
652,21.73333333,,,,,,,,,8.13,8.46,,,14.98,9.88,10.79,-7.26,,,,,10.83,-2.51,,
653,21.76666667,,,,,,,,,8.16,8.33,,,14.92,9.93,10.83,-7.28,,,,,10.89,-2.5,,
654,21.8,,,,,,,,,8.25,8.25,,,14.92,9.92,10.85,-7.21,,,,,10.85,-2.54,,
655,21.83333333,,,,,,,,,8.2,8.22,,,14.96,9.91,10.86,-7.21,,,,,10.78,-2.51,,
656,21.86666667,,,,,,,,,8.06,8.25,,,15.01,9.81,10.87,-7.24,,,,,10.77,-2.51,,
657,21.9,,,,,,,,,8.13,8.19,,,15.01,9.81,10.81,-7.24,,,,,10.73,-2.5,,
658,21.93333333,,,,,,,,,8.16,8.05,,,15.01,9.83,10.86,-7.21,,,,,10.7,-2.46,,
659,21.96666667,,,,,,,,,8.04,8.01,,,14.99,9.86,10.98,-7.08,,,,,10.73,-2.39,,
660,22,,,,,,,,,7.87,7.99,,,14.98,9.89,10.99,-7.04,,,,,10.72,-2.36,,
661,22.03333333,,,,,,,,,7.85,8,,,14.95,9.91,11.07,-7,,,,,10.67,-2.32,,
662,22.06666667,,,,,,,,,8.14,8.14,,,14.99,9.92,11.14,-6.98,,,,,10.7,-2.28,,
663,22.1,,,,,,,,,8.07,8.29,,,14.97,9.86,11.21,-6.93,,,,,10.75,-2.28,,
664,22.13333333,,,,,,,,,8.1,8.34,,,14.88,9.88,11.25,-6.92,,,,,10.8,-2.31,,
665,22.16666667,,,,,,,,,8.28,8.41,,,14.89,9.86,11.25,-6.95,,,,,10.8,-2.35,,
666,22.2,,,,,,,,,8.36,8.56,,,14.88,9.85,11.25,-7.02,,,,,10.78,-2.43,,
667,22.23333333,,,,,,,,,8.17,8.91,,,14.84,9.89,11.19,-7.05,,,,,10.74,-2.47,,
668,22.26666667,,,,,,,,,8.06,9.16,,,14.91,9.92,11.18,-7.1,,,,,10.71,-2.51,,
669,22.3,,,,,,,,,8.02,9.4,,,14.92,9.92,11.21,-7.17,,,,,10.67,-2.47,,
670,22.33333333,,,,,,,,,7.95,9.49,,,14.96,9.9,11.24,-7.19,,,,,10.66,-2.4,,
671,22.36666667,,,,,,,,,8.04,9.59,,,14.95,9.9,11.25,-7.18,,,,,10.69,-2.42,,
672,22.4,,,,,,,,,8.04,9.63,,,14.96,9.92,11.27,-7.2,,,,,10.81,-2.43,,
673,22.43333333,,,,,,,,,8.04,9.65,,,15,9.9,11.27,-7.22,,,,,10.85,-2.4,,
674,22.46666667,,,,,,,,,8,9.56,,,15.01,9.91,11.23,-7.19,,,,,10.85,-2.42,,
675,22.5,,,,,,,,,8.07,9.57,,,15.01,9.94,11.21,-7.21,,,,,10.86,-2.5,,
676,22.53333333,,,,,,,,,8.2,9.44,,,15.01,9.94,11.21,-7.3,,,,,10.85,-2.55,,
677,22.56666667,,,,,,,,,8.19,9.33,,,15.04,9.99,11.22,-7.29,,,,,10.84,-2.63,,
678,22.6,,,,,,,,,8.06,9.34,,,15.01,9.98,11.19,-7.24,,,,,10.86,-2.58,,
679,22.63333333,,,,,,,,,7.99,9.42,,,14.98,10.06,11.23,-7.18,,,,,10.85,-2.51,,
680,22.66666667,,,,,,,,,8.07,9.42,,,14.97,10.13,11.19,-7.04,,,,,10.86,-2.53,,
681,22.7,,,,,,,,,8.25,9.33,,,14.95,10.19,11.15,-6.94,,,,,10.89,-2.52,,
682,22.73333333,,,,,,,,,8.27,9.36,,,14.96,10.15,11.17,-6.94,,,,,10.88,-2.5,,
683,22.76666667,,,,,,,,,8.23,9.38,,,14.86,10.09,11.19,-6.99,,,,,10.86,-2.47,,
684,22.8,,,,,,,,,8.18,9.48,,,14.88,10.07,11.23,-7.02,,,,,10.85,-2.46,,
685,22.83333333,,,,,,,,,8.2,9.54,,,14.92,10.05,11.25,-7.01,,,,,10.81,-2.46,,
686,22.86666667,,,,,,,,,8.27,9.65,,,14.85,10.08,11.29,-6.89,,,,,10.77,-2.43,,
687,22.9,,,,,,,,,8.27,9.71,,,14.84,10.01,11.29,-6.86,,,,,10.63,-2.36,,
688,22.93333333,,,,,,,,,8.28,9.69,,,14.91,9.97,11.28,-6.91,,,,,10.54,-2.38,,
689,22.96666667,,,,,,,,,8.36,9.55,,,14.92,9.91,11.28,-6.95,,,,,10.51,-2.32,,
690,23,,,,,,,,,8.45,9.47,,,14.94,9.98,11.26,-6.93,,,,,10.47,-2.28,,
691,23.03333333,,,,,,,,,8.69,9.44,,,14.91,9.93,11.22,-6.89,,,,,10.47,-2.31,,
692,23.06666667,,,,,,,,,8.79,9.58,,,14.93,9.98,11.21,-6.83,,,,,10.5,-2.35,,
693,23.1,,,,,,,,,8.68,9.68,,,14.91,9.99,11.25,-6.83,,,,,10.49,-2.42,,
694,23.13333333,,,,,,,,,8.56,9.68,,,14.92,10.03,11.28,-6.86,,,,,10.48,-2.43,,
695,23.16666667,,,,,,,,,8.47,9.69,,,14.93,10.04,11.21,-6.93,,,,,10.51,-2.39,,
696,23.2,,,,,,,,,8.48,9.64,,,14.96,10.06,11.24,-6.98,,,,,10.54,-2.36,,
697,23.23333333,,,,,,,,,8.51,9.61,,,14.87,10.12,11.27,-7.05,,,,,10.5,-2.36,,
698,23.26666667,,,,,,,,,8.32,9.52,,,14.9,10.09,11.21,-7.09,,,,,10.5,-2.46,,
699,23.3,,,,,,,,,8.19,9.45,,,14.93,10.06,11.15,-7.17,,,,,10.55,-2.49,,
700,23.33333333,,,,,,,,,7.91,9.45,,,14.95,9.96,11.1,-7.25,,,,,10.51,-2.43,,
701,23.36666667,,,,,,,,,7.71,9.48,,,14.9,9.98,11.09,-7.29,,,,,10.5,-2.36,,
702,23.4,,,,,,,,,7.64,9.57,,,14.86,9.98,11.09,-7.23,,,,,10.44,-2.34,,
703,23.43333333,,,,,,,,,7.61,9.63,,,14.86,10.02,11.12,-7.16,,,,,10.42,-2.36,,
704,23.46666667,,,,,,,,,7.61,9.67,,,14.84,10.03,11.11,-7.08,,,,,10.45,-2.5,,
705,23.5,,,,,,,,,7.61,9.67,,,15.02,10.08,11.08,-6.9,,,,,10.52,-2.61,,
706,23.53333333,,,,,,,,,7.53,9.71,,,15.02,10.14,11.07,-6.79,,,,,10.63,-2.65,,
707,23.56666667,,,,,,,,,7.62,9.75,,,15,10.13,11.06,-6.85,,,,,10.68,-2.7,,
708,23.6,,,,,,,,,7.96,9.46,,,14.98,9.99,11.07,-6.89,,,,,10.69,-2.63,,
709,23.63333333,,,,,,,,,8.16,9.08,,,14.88,9.96,11.15,-6.93,,,,,10.73,-2.55,,
710,23.66666667,,,,,,,,,8.3,8.88,,,14.88,9.98,11.19,-6.96,,,,,10.79,-2.59,,
711,23.7,,,,,,,,,8.24,8.83,,,14.9,9.91,11.16,-6.98,,,,,10.78,-2.62,,
712,23.73333333,,,,,,,,,8.31,8.65,,,14.97,9.96,11.19,-6.99,,,,,10.75,-2.62,,
713,23.76666667,,,,,,,,,8.51,8.44,,,15,10.07,11.19,-7.03,,,,,10.76,-2.61,,
714,23.8,,,,,,,,,8.58,8.28,,,15,10.02,11.12,-7.08,,,,,10.81,-2.68,,
715,23.83333333,,,,,,,,,8.47,8.04,,,14.97,9.97,11.14,-7.07,,,,,10.86,-2.69,,
716,23.86666667,,,,,,,,,8.31,7.92,,,14.88,9.81,11.15,-7.02,,,,,10.87,-2.73,,
717,23.9,,,,,,,,,8.29,7.94,,,14.79,9.76,11.13,-6.96,,,,,10.81,-2.73,,
718,23.93333333,,,,,,,,,8.35,7.97,,,14.85,9.88,11.17,-6.91,,,,,10.76,-2.73,,
719,23.96666667,,,,,,,,,8.35,8.03,,,14.92,10,11.15,-6.77,,,,,10.73,-2.8,,
720,24,,,,,,,,,8.39,7.99,,,14.85,10.03,11.26,-6.73,,,,,10.7,-2.85,,
721,24.03333333,,,,,,,,,8.48,7.97,,,14.78,9.98,11.26,-6.7,,,,,10.67,-2.91,,
722,24.06666667,,,,,,,,,8.46,8.03,,,14.73,9.9,11.23,-6.74,,,,,10.62,-2.96,,
723,24.1,,,,,,,,,8.55,8.04,,,14.67,9.89,11.22,-6.76,,,,,10.66,-2.98,,
724,24.13333333,,,,,,,,,8.57,8.1,,,14.73,9.86,11.28,-6.71,,,,,10.66,-2.95,,
725,24.16666667,,,,,,,,,8.45,8.14,,,14.73,9.95,11.31,-6.73,,,,,10.63,-2.94,,
726,24.2,,,,,,,,,8.43,8.17,,,14.75,9.95,11.23,-6.74,,,,,10.62,-2.94,,
727,24.23333333,,,,,,,,,8.53,8.13,,,14.8,9.96,11.22,-6.76,,,,,10.62,-2.97,,
728,24.26666667,,,,,,,,,8.64,8.07,,,14.79,9.94,11.28,-6.86,,,,,10.67,-3.09,,
729,24.3,,,,,,,,,8.35,8.04,,,14.74,9.93,11.3,-6.94,,,,,10.7,-3.09,,
730,24.33333333,,,,,,,,,8.27,7.93,,,14.8,9.98,11.24,-6.93,,,,,10.67,-3.14,,
731,24.36666667,,,,,,,,,8.36,7.89,,,14.88,9.92,11.23,-6.94,,,,,10.63,-3.17,,
732,24.4,,,,,,,,,8.26,7.96,,,14.88,9.85,11.13,-6.97,,,,,10.67,-3.19,,
733,24.43333333,,,,,,,,,8.3,7.98,,,14.75,9.84,11.02,-7.1,,,,,10.66,-3.2,,
734,24.46666667,,,,,,,,,8.32,7.99,,,14.77,9.79,10.91,-7.1,,,,,10.69,-3.08,,
735,24.5,,,,,,,,,8.28,7.99,,,14.79,9.84,10.85,-7.02,,,,,10.7,-3.03,,
736,24.53333333,,,,,,,,,8.31,7.94,,,14.75,9.82,10.88,-6.97,,,,,10.73,-3.02,,
737,24.56666667,,,,,,,,,8.28,7.83,,,14.75,9.87,10.94,-6.94,,,,,10.78,-3.08,,
738,24.6,,,,,,,,,8.41,7.89,,,14.75,9.78,11.02,-6.99,,,,,10.81,-3.06,,
739,24.63333333,,,,,,,,,8.49,7.93,,,14.78,9.8,10.98,-6.99,,,,,10.85,-2.98,,
740,24.66666667,,,,,,,,,8.38,7.89,,,14.78,9.86,10.89,-7.02,,,,,10.86,-2.97,,
741,24.7,,,,,,,,,8.44,7.93,,,14.78,9.85,10.83,-7.04,,,,,10.86,-3.04,,
742,24.73333333,,,,,,,,,8.52,8.1,,,14.78,9.92,10.78,-7.03,,,,,10.85,-3.03,,
743,24.76666667,,,,,,,,,8.78,8.2,,,14.8,9.91,10.76,-7.06,,,,,10.85,-3.03,,
744,24.8,,,,,,,,,8.89,8.24,,,14.81,9.82,10.81,-7.08,,,,,10.79,-3.02,,
745,24.83333333,,,,,,,,,9.07,8.16,,,14.82,9.83,10.76,-7.12,,,,,10.74,-3.06,,
746,24.86666667,,,,,,,,,9.19,8,,,14.88,9.85,10.73,-7.1,,,,,10.73,-3.01,,
747,24.9,,,,,,,,,9.35,7.88,,,14.91,9.88,10.82,-7.05,,,,,10.78,-2.96,,
748,24.93333333,,,,,,,,,9.45,7.76,,,14.96,9.9,10.88,-6.99,,,,,10.78,-2.89,,
749,24.96666667,,,,,,,,,9.4,7.64,,,14.88,9.88,10.84,-6.98,,,,,10.73,-2.9,,
750,25,,,,,,,,,9.4,7.51,,,,,10.91,-6.97,,,,,10.75,-2.88,,
751,25.03333333,,,,,,,,,9.53,7.46,,,14.87,9.82,10.96,-6.9,,,,,10.73,-2.81,,
752,25.06666667,,,,,,,,,9.86,7.53,,,14.84,9.85,11,-6.94,,,,,10.69,-2.75,,
753,25.1,,,,,,,,,9.91,7.51,,,14.8,9.9,11.02,-6.98,,,,,10.63,-2.68,,
754,25.13333333,,,,,,,,,9.91,7.38,,,14.82,9.88,11.02,-6.99,,,,,10.56,-2.73,,
755,25.16666667,,,,,,,,,9.85,7.25,,,14.79,9.86,10.96,-6.92,,,,,10.46,-2.76,,
756,25.2,,,,,,,,,9.76,7.04,,,14.73,9.86,10.9,-6.87,,,,,10.41,-2.76,,
757,25.23333333,,,,,,,,,9.8,6.86,,,14.71,9.89,10.85,-6.83,,,,,10.41,-2.76,,
758,25.26666667,,,,,,,,,9.8,6.79,,,14.73,9.95,10.85,-6.88,,,,,10.4,-2.85,,
759,25.3,,,,,,,,,9.72,6.79,,,14.67,9.94,10.81,-6.83,,,,,10.4,-2.94,,
760,25.33333333,,,,,,,,,9.76,6.82,,,14.68,9.91,10.8,-6.93,,,,,10.46,-2.95,,
761,25.36666667,,,,,,,,,9.7,6.66,,,14.63,9.86,10.74,-7.09,,,,,10.49,-2.89,,
762,25.4,,,,,,,,,9.78,6.8,,,14.63,9.86,10.71,-7.1,,,,,10.53,-2.91,,
763,25.43333333,,,,,,,,,9.8,6.88,,,14.57,9.87,10.74,-7.1,,,,,10.51,-2.91,,
764,25.46666667,,,,,,,,,9.84,6.79,,,14.65,9.78,10.77,-7.06,,,,,10.42,-2.9,,
