Frame,Time,Point-154250 X,Point-154250 Y,Point-154948 X,Point-154948 Y,Point-155505 X,Point-155505 Y,Point-155614 X,Point-155614 Y,Point-155746 X,Point-155746 Y,Point-160018 X,Point-160018 Y,Point-161826 X,Point-161826 Y,Point-162717 X,Point-162717 Y,Point-162918 X,Point-162918 Y,Point-164408 X,Point-164408 Y,Point-164408 X,Point-164408 Y,Point-165848 X,Point-165848 Y
239,7.966666667,8.66,-8.29,13.33,5.91,14.05,6.75,10.67,6.79,9.53,11.78,13.96,8.62,15.09,9.98,11.02,-6.68,11.03,-4.49,6.64,-5.4,9.99,-3.84,15.73,-3.55
240,8,8.73,-8.09,13.45,6.06,14.14,6.7,10.7,6.72,9.68,11.63,13.83,8.76,15.12,10.02,10.93,-6.77,11,-4.5,6.68,-5.37,9.95,-3.88,15.73,-3.54
241,8.033333333,8.91,-8.04,13.42,5.95,14.27,6.93,10.6,6.81,9.86,11.51,13.73,8.83,15.17,10.01,10.86,-6.81,10.97,-4.5,6.69,-5.43,9.88,-3.82,15.71,-3.47
242,8.066666667,8.96,-8.2,13.38,5.89,14.09,6.1,10.74,6.7,9.88,11.51,13.68,8.88,15.18,9.97,10.89,-6.79,10.97,-4.49,6.68,-5.48,9.88,-3.77,15.67,-3.42
243,8.1,8.98,-8.33,13.28,5.81,14.89,,10.71,6.72,9.75,11.54,13.63,8.94,15.22,10,10.94,-6.75,10.97,-4.49,6.61,-5.48,9.92,-3.78,15.61,-3.47
244,8.133333333,8.98,-8.37,13.43,5.77,14.8,7.64,10.7,6.71,9.61,11.64,13.57,8.97,,,10.94,-6.74,10.95,-4.49,6.67,-5.48,9.91,-3.78,15.59,-3.64
245,8.166666667,8.99,-8.38,13.52,5.76,14.57,7.2,10.74,6.67,9.42,11.64,13.56,9,15.26,10.11,10.91,-6.78,10.94,-4.51,6.68,-5.45,9.91,-3.83,15.63,-3.78
246,8.2,8.99,-8.43,13.5,5.91,14.57,7.12,10.74,6.66,9.33,11.54,13.6,8.97,15.27,10.05,10.83,-6.73,10.96,-4.54,6.67,-5.45,9.96,-3.81,15.59,-3.7
247,8.233333333,8.94,-8.51,13.36,6.15,14.39,7.15,10.75,6.67,9.36,11.38,13.64,8.9,15.24,10.02,10.85,-6.72,10.99,-4.54,6.65,-5.42,9.99,-3.78,15.45,-3.58
248,8.266666667,8.96,-8.56,,,14.24,7.14,10.75,6.67,9.51,11.41,13.72,8.84,15.22,10.07,10.93,-6.68,11.01,-4.54,6.65,-5.4,9.99,-3.73,15.51,-3.44
249,8.3,8.97,-8.56,13.13,6.37,14.22,7.06,10.74,6.65,9.61,11.64,13.81,8.78,15.31,10.12,10.98,-6.63,11.01,-4.53,6.64,-5.42,9.99,-3.71,15.44,-3.41
250,8.333333333,8.97,-8.56,13.14,6.23,14.28,6.95,10.73,6.66,9.75,11.83,13.8,8.75,15.34,10.07,11.04,-6.57,11.01,-4.51,6.7,-5.44,10.02,-3.73,15.42,-3.43
251,8.366666667,8.96,-8.56,13.22,6.22,14.33,6.92,10.71,6.84,9.84,11.78,13.72,8.76,,,11.05,-6.5,11.03,-4.49,6.72,-5.46,10,-3.74,15.47,-3.46
252,8.4,8.93,-8.62,13.3,6.19,14.34,6.96,10.79,6.63,9.94,11.59,13.68,8.77,15.23,9.99,11.08,-6.48,11.03,-4.47,6.65,-5.36,9.92,-3.74,15.46,-3.51
253,8.433333333,8.94,-8.64,13.28,6.15,14.28,7.15,10.74,6.82,10.03,11.34,13.71,8.78,15.22,10.07,11.06,-6.47,11.03,-4.45,6.6,-5.38,9.98,-3.8,15.42,-3.61
254,8.466666667,8.97,-8.68,13.41,6.24,14.32,7.25,10.81,6.63,10.16,11.22,13.76,8.79,15.24,10.12,11.04,-6.48,11.04,-4.45,6.64,-5.43,10.03,-3.85,15.51,-3.63
255,8.5,9.12,-8.64,13.48,6.46,14.39,7.26,10.85,6.63,10.3,11.15,13.92,8.94,15.3,10.19,11,-6.44,11.04,-4.46,6.71,-5.42,10.02,-3.89,15.45,-3.59
256,8.533333333,9.26,-8.64,13.4,6.85,14.47,7.19,10.82,6.62,10.24,11.18,13.89,8.77,15.3,10.21,10.94,-6.4,11.04,-4.49,6.68,-5.34,9.99,-3.9,15.44,-3.7
257,8.566666667,9.29,-8.66,13.37,7.29,14.48,7.03,10.83,6.63,10.16,11.27,13.82,8.77,15.28,10.15,10.87,-6.4,11.06,-4.51,6.65,-5.32,10.03,-3.87,15.41,-3.69
258,8.6,9.64,-8.72,13.39,7.44,14.31,7.03,10.84,6.62,10.2,11.52,13.75,8.75,15.28,10.13,10.87,-6.42,11.08,-4.53,6.64,-5.4,10.1,-3.86,15.34,-3.78
259,8.633333333,9.65,-8.69,13.4,7.51,14.18,7.1,10.83,6.62,10.16,11.73,13.71,8.76,15.28,10.13,10.9,-6.52,11.09,-4.54,6.64,-5.49,10.13,-3.89,15.4,-3.82
260,8.666666667,9.84,-8.75,13.33,7.5,14.15,7.16,10.85,6.62,10.05,11.8,13.71,8.73,15.23,10.07,10.87,-6.59,11.08,-4.55,6.65,-5.53,10.14,-3.94,15.54,-3.84
261,8.7,10.3,-8.8,13.13,7.48,14.24,7.18,10.81,6.58,10.03,11.7,13.83,8.81,15.19,10.08,10.81,-6.67,11.08,-4.57,6.68,-5.51,10.14,-3.97,15.48,-3.91
262,8.733333333,10.44,-8.88,13.02,7.44,14.41,7.08,10.72,6.6,10.05,11.56,13.61,8.95,15.18,10.01,10.81,-6.65,11.08,-4.57,6.65,-5.41,10.21,-3.97,15.54,-3.92
263,8.766666667,10.5,-8.95,13.01,7.28,14.42,7.06,10.99,6.62,10.17,11.53,13.48,8.85,15.13,9.94,10.92,-6.69,11.11,-4.53,6.63,-5.36,10.24,-3.97,15.6,-3.84
264,8.8,10.46,-9,13.05,7.04,14.33,7.1,10.87,6.63,10.25,11.43,13.91,8.79,15.09,9.94,11,-6.71,11.14,-4.51,6.63,-5.38,10.24,-3.96,15.64,-3.93
265,8.833333333,10.39,-8.8,13,6.8,14.27,7.13,10.88,6.64,10.29,11.43,13.8,8.74,15.11,10,11.07,-6.7,11.14,-4.48,6.66,-5.39,10.24,-3.97,15.64,-4.02
266,8.866666667,10.46,-8.67,12.92,6.67,14.32,7.1,10.91,6.59,10.34,11.48,13.69,8.68,15.19,10.01,11.06,-6.67,11.16,-4.5,6.69,-5.33,10.17,-3.96,15.65,-4.04
267,8.9,10.47,-8.64,12.84,6.53,14.46,7.05,10.88,6.59,10.13,11.55,13.63,8.64,15.23,10.04,11.05,-6.64,11.2,-4.53,6.66,-5.34,10.17,-3.96,15.51,-4.06
268,8.933333333,10.46,-8.95,12.24,6.43,14.54,7.03,10.89,6.62,9.9,11.52,13.62,8.63,15.31,10.03,11.09,-6.61,11.2,-4.54,6.62,-5.39,10.18,-3.98,15.37,-4.18
269,8.966666667,10.48,-8.7,12.34,6.8,14.4,7.14,10.95,6.59,9.54,11.58,13.58,8.51,15.37,10.05,11.04,-6.6,11.21,-4.55,6.64,-5.43,10.18,-3.95,15.41,-4.1
270,9,10.57,-8.84,12.29,6.82,14.18,7.25,10.88,6.58,9.26,11.65,13.73,8.7,15.41,10.06,10.96,-6.57,11.23,-4.56,6.65,-5.43,10.1,-3.87,15.4,-4.1
271,9.033333333,10.73,-8.88,12.31,6.81,14.01,7.28,10.85,6.61,9.13,11.72,13.86,8.76,15.34,10.05,10.99,-6.38,11.25,-4.56,6.63,-5.46,10.03,-3.84,15.4,-4.14
272,9.066666667,10.73,-8.87,12.45,7.36,14.15,7.46,10.88,6.59,9.36,11.82,13.93,8.84,15.31,10.05,10.98,-6.27,11.26,-4.56,6.63,-5.45,10.02,-3.83,15.39,-4.16
273,9.1,10.75,-8.82,12.61,7.76,13.42,8.25,10.93,6.59,9.37,11.86,13.96,8.87,15.31,9.99,10.99,-6.19,11.26,-4.55,6.63,-5.38,10.06,-3.82,15.37,-4.21
274,9.133333333,10.67,-9.04,12.73,7.72,14.43,7,10.89,6.62,9.24,11.87,13.94,8.85,15.36,10.06,10.97,-6.21,11.24,-4.53,6.67,-5.41,10.1,-3.73,15.35,-4.31
275,9.166666667,10.68,-8.95,13.32,7.79,14.5,7.01,10.87,6.61,8.95,11.86,13.87,8.81,15.29,10.07,10.89,-6.28,11.22,-4.58,6.65,-5.43,10.1,-3.65,15.27,-4.19
276,9.2,10.5,-8.86,13.06,8.33,14.51,7.09,10.77,6.59,8.81,11.91,13.78,8.66,15.23,10.1,10.85,-6.37,11.2,-4.62,6.63,-5.44,10.1,-3.57,15.27,-4.26
277,9.233333333,10.54,-8.8,12.95,8.49,14.39,7.24,10.88,6.56,8.7,12.07,13.72,8.63,15.26,10.08,10.84,-6.39,11.2,-4.64,6.65,-5.42,10.07,-3.6,15.25,-4.22
278,9.266666667,10.48,-8.72,12.74,8.44,14.22,7.32,10.87,6.57,8.4,12.17,13.69,8.83,15.24,10.1,10.79,-6.4,11.2,-4.63,6.65,-5.41,10.06,-3.62,15.15,-4.23
279,9.3,10.56,-8.56,12.83,8.4,14.18,7.26,10.83,6.61,8.36,12.26,13.56,8.85,15.23,10.12,10.81,-6.46,11.2,-4.6,6.69,-5.44,10.05,-3.6,15.1,-4.22
280,9.333333333,10.65,-8.7,13.06,8.5,14.28,7.12,10.91,6.6,8.47,12.43,13.49,8.69,15.19,10.07,10.83,-6.51,11.19,-4.57,6.71,-5.39,10.13,-3.61,15.01,-4.3
281,9.366666667,10.57,-8.9,13.44,8.69,14.38,7,10.93,6.58,8.54,12.68,13.5,8.54,15.17,10.02,10.84,-6.51,11.18,-4.56,6.73,-5.4,10.18,-3.57,15,-4.38
282,9.4,10.54,-8.87,14.19,9.44,14.43,6.97,11.06,6.62,8.46,12.81,13.52,8.5,15.17,9.96,10.81,-6.52,11.18,-4.56,6.65,-5.36,10.2,-3.57,14.97,-4.49
283,9.433333333,10.52,-8.99,14.12,11.69,14.39,7.03,10.98,6.65,8.18,12.85,13.57,8.65,15.15,9.92,10.84,-6.53,11.16,-4.54,6.66,-5.39,10.22,-3.6,14.98,-4.58
284,9.466666667,10.52,-8.94,14.44,11.97,14.25,7.16,10.99,6.8,8.14,12.85,13.65,8.7,15.18,9.97,10.87,-6.54,11.14,-4.52,6.67,-5.43,10.16,-3.57,14.97,-4.54
285,9.5,10.89,-9.19,14.94,12.05,14.13,7.28,10.97,6.79,8.21,12.72,13.67,8.61,15.22,10.02,10.99,-6.55,11.07,-4.48,6.68,-5.4,10.1,-3.54,14.97,-4.41
286,9.533333333,10.88,-9.2,15.84,11.94,14.18,7.3,10.77,6.86,8.27,12.39,13.67,8.69,15.26,10.04,11.02,-6.6,11,-4.46,6.71,-5.44,10.13,-3.53,14.82,-4.38
287,9.566666667,10.83,-9.22,15.46,12.32,14.3,7.19,10.74,6.86,8.43,12.17,13.62,8.71,15.2,9.93,11.1,-6.7,10.96,-4.46,6.65,-5.43,10.2,-3.61,14.71,-4.47
288,9.6,10.73,-9.06,15.56,12.5,14.28,6.98,10.74,6.86,8.67,11.94,13.62,8.62,15.12,9.84,11.08,-6.72,10.95,-4.42,6.65,-5.46,10.24,-3.65,14.58,-4.64
289,9.633333333,10.9,-9.01,15.68,12.83,14.28,6.86,10.76,6.87,8.78,11.67,13.69,8.57,15.09,9.9,10.99,-6.73,11,-4.39,6.68,-5.39,10.18,-3.68,14.38,-4.5
290,9.666666667,10.86,-8.95,15.88,13.22,14.28,6.86,10.74,6.88,8.76,11.36,13.65,8.62,15.11,9.86,10.92,-6.71,11.06,-4.37,6.71,-5.38,10.15,-3.68,14.26,-4.37
291,9.7,10.99,-8.84,15.92,13.61,14.32,7.06,10.71,6.93,8.8,11.14,13.61,8.67,15.18,9.87,10.84,-6.66,11.12,-4.38,6.71,-5.39,10.16,-3.66,14.26,-4.41
292,9.733333333,11.08,-8.84,15.81,13.57,14.38,7.39,10.76,6.88,8.9,10.92,13.71,8.61,15.16,9.81,10.8,-6.64,11.17,-4.42,6.71,-5.43,10.23,-3.67,14.27,-4.41
293,9.766666667,11.03,-8.76,15.68,13.29,14.4,7.62,10.85,7.01,8.94,10.9,13.78,8.53,15.16,9.77,10.79,-6.64,11.24,-4.47,6.71,-5.43,10.31,-3.67,14.26,-4.43
294,9.8,11.18,-8.7,15.66,12.8,14.43,7.64,10.98,6.89,9.01,11.01,13.76,8.63,15.26,9.83,10.79,-6.56,11.31,-4.53,6.73,-5.4,10.35,-3.71,14.26,-4.6
295,9.833333333,11.18,-8.5,15.61,12.41,,,11.03,6.82,8.98,11.05,13.74,8.9,15.27,9.8,10.83,-6.59,11.36,-4.58,6.68,-5.46,10.32,-3.68,14.27,-4.66
296,9.866666667,11.15,-8.5,15.54,12.02,,,11.04,6.72,9.03,11.06,13.74,9.1,15.27,9.82,10.85,-6.62,11.39,-4.63,6.64,-5.49,10.34,-3.63,14.3,-4.7
297,9.9,11.41,-8.44,15.5,11.69,,,11.07,6.48,9.02,11,13.78,9.32,15.26,9.85,10.77,-6.63,11.4,-4.68,6.66,-5.51,10.38,-3.64,14.29,-4.68
298,9.933333333,11.51,-8.4,15.37,11.28,,,11.06,6.6,9.15,10.97,13.85,9.48,15.28,9.85,10.7,-6.64,11.46,-4.7,6.63,-5.5,10.38,-3.62,14.29,-4.65
299,9.966666667,11.43,-8.33,15.45,11.04,,,11.14,6.55,9.32,10.78,13.91,9.44,15.26,9.79,10.68,-6.64,11.52,-4.7,6.63,-5.47,10.42,-3.6,14.26,-4.65
300,10,11.1,-8.37,15.52,10.75,,,11.14,6.58,9.46,10.86,13.94,9.34,15.21,9.84,10.66,-6.63,11.56,-4.68,6.64,-5.45,10.42,-3.5,14.22,-4.61
301,10.03333333,10.95,-8.45,15.45,10.55,,,11.07,6.63,9.57,11.13,13.91,9.26,15.22,9.81,10.55,-6.65,11.56,-4.7,6.67,-5.45,10.39,-3.48,14.24,-4.59
302,10.06666667,10.96,-8.51,15.48,10.36,,,11.06,6.61,9.65,11.3,13.84,9.17,15.26,9.89,10.54,-6.56,11.56,-4.75,6.63,-5.44,10.35,-3.49,14.2,-4.65
303,10.1,11.05,-8.51,15.52,10.11,,,11.2,6.54,9.65,11.41,13.76,9.05,15.24,9.93,10.59,-6.51,11.56,-4.8,6.66,-5.47,10.35,-3.49,14.18,-4.71
304,10.13333333,11.05,-8.51,15.54,10.12,,,11.32,6.41,9.6,11.45,13.65,8.98,15.25,9.93,10.64,-6.48,11.53,-4.79,6.67,-5.44,10.3,-3.52,14.17,-4.7
305,10.16666667,11.01,-8.5,15.52,10.29,,,11.36,6.34,9.55,11.5,13.7,8.9,15.27,9.9,10.68,-6.48,11.56,-4.75,6.66,-5.42,10.22,-3.47,14.19,-4.74
306,10.2,11.16,-8.39,15.47,10.37,,,11.39,6.4,9.55,11.38,13.84,8.88,15.35,9.84,10.69,-6.47,11.58,-4.7,6.66,-5.41,10.26,-3.49,14.13,-4.71
307,10.23333333,11.22,-8.19,15.41,10.32,,,11.36,6.37,9.54,11.41,13.9,9.03,15.38,9.88,10.72,-6.52,11.57,-4.66,6.64,-5.4,10.31,-3.53,14.06,-4.72
308,10.26666667,11.25,-7.98,15.45,10.2,,,11.33,6.37,9.71,11.45,13.87,9.24,15.35,9.91,10.77,-6.58,11.54,-4.61,6.67,-5.41,10.32,-3.51,13.93,-4.7
309,10.3,11.19,-7.96,15.61,9.97,,,11.47,6.27,9.85,11.53,13.85,9.5,15.35,9.93,10.85,-6.62,11.5,-4.56,6.69,-5.42,10.31,-3.54,13.79,-4.79
310,10.33333333,11.1,-7.74,15.69,9.96,,,11.6,6.19,9.85,11.65,13.3,9.43,15.32,9.99,10.86,-6.66,11.46,-4.5,6.68,-5.41,10.28,-3.54,13.78,-4.74
311,10.36666667,11.14,-7.79,15.76,10.19,,,11.69,6.19,9.72,11.71,13.68,9.68,15.29,10.07,10.9,-6.58,11.44,-4.45,6.67,-5.43,10.26,-3.55,13.82,-4.69
312,10.4,11.16,-7.91,15.68,10.22,,,11.77,6.23,9.69,11.59,13.62,9.52,15.16,10.1,10.87,-6.5,11.37,-4.45,6.68,-5.41,10.26,-3.48,13.77,-4.8
313,10.43333333,11.14,-7.92,15.12,10.63,,,11.79,6.26,9.79,11.45,13.67,9.35,15.19,10.2,10.81,-6.48,11.31,-4.46,6.68,-5.42,10.27,-3.53,13.77,-4.79
314,10.46666667,11.14,-7.92,15.24,10.35,,,11.76,6.3,9.83,11.44,13.81,9.18,15.21,10.13,10.82,-6.46,11.27,-4.46,6.73,-5.42,10.27,-3.57,13.81,-4.83
315,10.5,11.11,-7.92,15.12,10.25,,,11.79,6.23,9.89,11.41,13.92,8.98,15.24,10.11,10.88,-6.48,11.24,-4.45,6.69,-5.43,10.23,-3.58,13.73,-4.82
316,10.53333333,11.12,-7.92,15.08,10.22,,,12.08,6.38,10.05,11.46,14.02,8.88,15.25,10.04,10.89,-6.51,11.22,-4.43,6.65,-5.43,10.23,-3.58,13.65,-4.75
317,10.56666667,11.12,-7.91,14.95,10.26,,,12.1,6.49,10.11,11.52,14.07,8.82,,,10.87,-6.54,11.22,-4.42,6.66,-5.43,10.18,-3.56,13.67,-4.77
318,10.6,11.26,-7.68,14.86,10.42,,,12.18,6.63,10.12,11.57,14.15,8.75,15.24,9.98,10.92,-6.54,11.23,-4.44,6.69,-5.38,10.16,-3.53,13.61,-4.65
319,10.63333333,11.24,-7.75,14.84,10.74,,,12.29,6.51,10.1,11.76,14.27,8.66,15.25,10,10.91,-6.59,11.24,-4.37,6.66,-5.41,10.18,-3.49,13.7,-4.56
320,10.66666667,11.23,-7.73,14.9,11.11,,,12.21,6.43,9.99,11.77,14.31,8.63,15.28,9.94,10.86,-6.61,11.26,-4.39,6.58,-5.41,10.22,-3.51,13.65,-4.54
321,10.7,11.2,-7.71,14.99,11.34,,,12.23,6.53,9.93,11.51,14.29,8.67,15.28,9.87,10.78,-6.52,11.29,-4.42,6.55,-5.41,10.19,-3.5,13.62,-4.48
322,10.73333333,11.28,-7.68,15.1,11.41,,,12.33,6.44,9.9,11.31,14.15,8.69,15.29,9.87,10.77,-6.5,11.33,-4.45,6.62,-5.4,10.19,-3.54,13.58,-4.39
323,10.76666667,11.04,-7.77,15.07,11.5,,,12.39,6.36,9.99,11.27,14.06,8.69,15.26,9.87,10.76,-6.44,11.36,-4.49,6.66,-5.44,10.22,-3.55,13.54,-4.57
324,10.8,11.02,-7.7,15.02,11.37,,,12.37,6.44,10.18,11.29,14.05,8.69,15.19,9.83,10.66,-6.41,11.4,-4.5,6.65,-5.44,10.22,-3.5,13.49,-4.62
325,10.83333333,11.14,-7.8,15.06,11.22,,,12.34,6.64,10.3,11.36,14.12,8.65,15.17,9.86,10.59,-6.39,11.43,-4.45,6.57,-5.38,10.23,-3.52,13.63,-4.59
326,10.86666667,11.15,-7.81,14.97,10.93,,,12.23,6.87,10.2,11.45,14.18,8.67,15.16,9.89,10.71,-6.42,11.45,-4.4,6.47,-5.34,10.25,-3.47,13.7,-4.68
327,10.9,11.1,-7.81,14.92,10.78,,,12.12,6.97,10.03,11.51,14.13,8.71,15.24,9.86,10.8,-6.51,11.51,-4.37,6.51,-5.29,10.27,-3.47,13.68,-4.8
328,10.93333333,11.1,-7.75,14.81,10.68,,,12.01,6.96,9.92,11.49,14.05,8.72,15.29,9.94,10.9,-6.55,11.58,-4.33,6.63,-5.29,10.25,-3.47,13.73,-4.75
329,10.96666667,11.1,-7.8,14.72,10.67,,,11.97,6.79,10.01,11.52,14.02,8.73,15.21,9.92,10.99,-6.63,11.6,-4.26,6.63,-5.33,10.24,-3.42,13.74,-4.74
330,11,11.18,-7.76,14.74,10.84,,,12.05,6.62,10.13,11.43,14.01,8.72,15.25,9.99,11.01,-6.68,11.6,-4.18,6.58,-5.33,10.19,-3.44,13.62,-4.8
331,11.03333333,11.31,-7.74,14.9,11.24,,,12.21,6.61,10.16,11.28,14.07,8.74,15.21,10.01,11.05,-6.67,11.58,-4.09,6.52,-5.3,10.22,-3.45,13.74,-4.83
332,11.06666667,11.33,-7.75,14.99,11.49,,,12.28,6.66,10.12,11.24,14.17,8.69,15.25,10.05,11.07,-6.65,11.55,-4.02,6.57,-5.25,10.26,-3.44,13.69,-4.91
333,11.1,11.31,-7.75,15.14,11.66,,,12.2,6.68,9.94,11.13,14.2,8.65,15.24,9.96,10.99,-6.69,11.53,-3.98,6.65,-5.26,10.26,-3.5,13.64,-4.91
334,11.13333333,11.31,-7.75,,,,,12.07,6.74,9.78,11.18,14.09,8.68,15.21,9.94,10.92,-6.65,11.49,-3.98,6.63,-5.29,10.27,-3.48,13.76,-4.91
335,11.16666667,11.31,-7.69,15.67,11.77,,,12.1,6.75,9.66,11.19,13.98,8.74,15.22,9.96,10.92,-6.66,11.44,-3.98,6.56,-5.36,10.29,-3.48,13.77,-4.89
336,11.2,11.23,-7.44,15.78,11.8,,,12.01,6.79,9.68,11.23,13.89,8.86,15.19,9.98,10.88,-6.69,11.4,-3.98,6.57,-5.42,10.24,-3.48,13.92,-4.86
337,11.23333333,11.36,-7.56,15.81,11.53,,,11.81,6.82,9.86,11.31,13.91,9.07,15.22,10.04,10.9,-6.66,11.36,-3.98,6.67,-5.43,10.17,-3.52,14.1,-4.88
338,11.26666667,11.33,-7.59,15.87,11.36,,,11.62,6.86,10.24,11.39,13.91,9.2,15.25,10.04,10.95,-6.65,11.33,-4,6.73,-5.45,10.17,-3.52,14.25,-4.74
339,11.3,11.32,-7.62,15.74,11.38,,,11.47,6.92,10.41,11.54,13.78,9.3,15.3,10.03,10.97,-6.66,11.31,-4,6.77,-5.37,10.26,-3.48,14.27,-4.71
340,11.33333333,11.33,-7.6,15.54,11.37,,,11.37,7.16,10.52,11.64,13.56,9.23,15.3,9.96,10.98,-6.65,11.29,-3.99,6.74,-5.33,10.33,-3.5,14.24,-4.66
341,11.36666667,11.36,-7.55,15.28,11.22,,,11.25,7.49,10.49,11.77,13.55,9.4,15.32,9.96,10.98,-6.68,11.28,-3.97,6.77,-5.37,10.29,-3.44,14.23,-4.66
342,11.4,11.35,-7.54,14.99,11.01,,,11.24,7.75,10.41,11.77,13.34,9.23,15.25,9.94,10.98,-6.7,11.27,-3.95,6.77,-5.36,10.28,-3.42,14.32,-4.81
343,11.43333333,11.35,-7.55,14.68,11.05,,,11.37,7.81,10.06,11.8,12.99,9.15,15.24,9.98,11,-6.73,11.27,-3.98,6.8,-5.32,10.28,-3.41,14.25,-4.81
344,11.46666667,11.41,-7.49,14.42,11.12,,,11.24,7.93,9.69,11.71,12.61,9.13,15.26,10,10.87,-6.73,11.29,-4.03,6.79,-5.27,10.27,-3.39,14.18,-4.77
345,11.5,11.41,-7.48,14.38,11.27,,,11.15,7.95,9.35,11.49,12.3,9.21,15.32,9.99,10.84,-6.74,11.35,-4.05,6.73,-5.33,10.2,-3.34,14.18,-4.82
346,11.53333333,11.42,-7.48,14.31,11.23,,,11.17,7.86,9.19,11.27,12.04,9.32,15.25,10.06,10.86,-6.68,11.39,-3.98,6.7,-5.35,10.22,-3.29,14.17,-4.83
347,11.56666667,11.66,-7.44,14.26,11.14,,,11.27,7.61,9.2,11.16,11.84,9.52,15.25,10.03,10.8,-6.64,11.42,-3.92,6.7,-5.34,10.19,-3.28,14.09,-4.81
348,11.6,11.67,-7.44,14.13,10.98,,,11.52,7.39,9.22,10.94,11.71,9.69,15.19,10.09,10.77,-6.74,11.44,-3.91,6.71,-5.35,10.22,-3.34,14.15,-4.84
349,11.63333333,11.79,-7.62,13.95,10.77,,,11.59,7.14,9.21,10.9,11.62,9.84,,,10.73,-6.74,11.47,-3.93,6.71,-5.36,10.23,-3.33,14.14,-4.84
350,11.66666667,11.68,-7.6,13.86,10.52,,,11.96,7.07,9.07,10.83,11.41,9.6,15.09,10.08,10.74,-6.7,11.52,-3.96,6.71,-5.32,10.24,-3.35,14.07,-4.85
351,11.7,11.67,-7.44,13.84,10.19,,,12.36,7.03,9.02,10.64,11.46,9.68,,,10.81,-6.67,11.57,-3.98,6.72,-5.32,10.25,-3.31,14.04,-4.83
352,11.73333333,11.67,-7.44,13.84,10.04,,,12.56,7.01,8.94,10.68,10.6,9.12,15.22,10.04,10.82,-6.68,11.57,-4,6.75,-5.35,10.25,-3.33,13.99,-4.84
353,11.76666667,11.52,-7.48,13.9,9.85,,,12.65,7.05,8.96,10.79,11.7,10.28,15.21,10.01,10.81,-6.7,11.56,-4.04,6.72,-5.37,10.24,-3.29,14.03,-4.92
354,11.8,11.63,-7.6,13.85,9.68,,,12.76,7.04,8.92,10.95,11.97,,15.21,10.03,10.83,-6.74,11.57,-4.12,6.73,-5.35,10.24,-3.18,14.03,-4.9
355,11.83333333,11.66,-7.57,13.91,9.62,,,12.81,6.87,8.97,10.94,11.29,9.35,15.13,10.04,10.9,-6.74,11.57,-4.18,6.77,-5.29,10.25,-3.06,14.09,-4.83
356,11.86666667,11.62,-7.71,13.97,9.59,,,12.8,6.59,8.95,10.88,11.55,10.04,15.1,10.06,10.88,-6.75,11.54,-4.19,6.8,-5.26,10.28,-3.04,14.09,-4.79
357,11.9,11.56,-7.84,14.06,9.72,,,12.72,6.62,9.06,10.94,11.57,9.84,15.14,10.06,10.82,-6.75,11.5,-4.18,6.72,-5.31,10.24,-3.01,14.15,-4.77
358,11.93333333,11.55,-7.84,14.14,9.88,,,12.68,6.59,9.16,11.07,11.72,9.91,15.15,10.01,10.86,-6.68,11.47,-4.17,6.72,-5.39,10.17,-3.03,14.12,-4.82
359,11.96666667,11.56,-7.83,14.26,10.03,,,12.58,6.52,9.24,11.17,11.68,9.79,15.16,10,10.89,-6.64,11.48,-4.16,6.7,-5.43,10.1,-3.04,14.08,-4.8
360,12,11.55,-7.76,14.4,10.23,,,12.5,6.63,9.22,11.25,11.6,9.78,15.14,10,10.91,-6.64,11.51,-4.16,6.73,-5.38,10.11,-2.98,14.07,-4.77
361,12.03333333,11.61,-7.73,14.48,10.47,,,12.45,6.81,9.27,11.26,11.49,9.87,15.12,10,10.89,-6.66,11.55,-4.12,6.77,-5.34,10.17,-2.92,14.01,-4.77
362,12.06666667,11.61,-7.72,14.49,10.65,,,12.49,7,9.33,11.33,11.51,9.91,15.2,10,10.85,-6.68,11.57,-4.1,6.79,-5.34,10.2,-2.95,13.98,-4.83
363,12.1,11.61,-7.73,14.48,10.79,,,12.59,7.22,9.42,11.55,11.68,9.88,15.17,9.95,10.83,-6.7,11.6,-4.12,6.76,-5.3,10.17,-2.96,14.03,-4.84
364,12.13333333,11.61,-7.73,,,,,12.74,7.36,9.62,11.65,11.83,9.89,15.15,9.94,10.81,-6.65,11.65,-4.17,6.78,-5.29,10.21,-3,14.04,-4.83
365,12.16666667,11.6,-7.74,14.26,10.4,,,12.86,7.4,9.77,11.75,11.96,9.93,15.17,9.97,10.76,-6.66,11.69,-4.22,6.79,-5.31,10.25,-2.96,14.01,-4.84
366,12.2,11.64,-7.81,14.05,10.34,,,12.78,7.25,9.77,11.68,12.08,9.93,15.16,9.95,10.68,-6.7,11.72,-4.24,6.78,-5.3,10.25,-2.96,13.98,-4.72
367,12.23333333,11.67,-7.82,13.95,10.44,,,12.73,7.36,9.81,11.74,12.12,9.93,15.19,9.92,10.65,-6.76,11.69,-4.2,6.77,-5.29,10.19,-2.95,14.06,-4.77
368,12.26666667,11.71,-7.83,13.82,10.39,,,12.69,7.29,9.88,11.76,12.08,9.94,15.19,9.95,10.76,-6.83,11.64,-4.15,6.74,-5.41,10.2,-2.94,14.07,-4.81
369,12.3,11.85,-8.13,13.67,10.65,,,12.75,7.35,9.88,11.59,11.95,9.9,15.24,9.92,10.79,-6.82,11.6,-4.13,,,10.22,-2.99,14.1,-4.82
